City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Launceston,AU,-41.45,147.1667,62.62,48,40,12.66,scattered clouds
447,Prainha,BR,-1.8,-53.48,74.86,75,32,4.43,scattered clouds
448,Kupang,ID,-10.1667,123.5833,90.18,58,20,10.36,few clouds
449,Malibu,US,34.005,-118.8101,68.56,87,0,1.99,clear sky
450,Rio Grande,BR,-32.035,-52.0986,58.95,88,100,18.79,light rain
451,Rawson,AR,-43.3002,-65.1023,43.18,78,100,18.1,light rain
452,Arica,CL,-18.475,-70.3042,59.23,82,100,4.61,overcast clouds
453,Shieli,KZ,44.1667,66.75,82.81,14,0,15.52,clear sky
454,Tuatapere,NZ,-46.1333,167.6833,55.6,71,69,5.39,broken clouds
455,Pochutla,MX,15.7432,-96.4661,72.82,90,100,3.96,overcast clouds
456,Zambezi,ZM,-13.5432,23.1047,73.27,60,45,9.4,scattered clouds
457,Dehloran,IR,32.6941,47.2679,97.2,9,0,5.59,clear sky
458,Logresti,RO,44.9,23.7,50.41,62,37,1.28,scattered clouds
459,Hailar,CN,49.2,119.7,50.09,17,0,16.8,clear sky
460,Yar-Sale,RU,66.8333,70.8333,50.45,72,98,12.55,overcast clouds
461,Mananara,MG,-16.1667,49.7667,75.25,65,44,5.97,scattered clouds
462,Champerico,GT,14.3,-91.9167,77.38,87,97,7.47,overcast clouds
463,Eutin,DE,54.1333,10.6167,52.97,92,28,10.0,scattered clouds
464,North Bend,US,43.4065,-124.2243,60.85,88,75,4.61,broken clouds
465,Lumphat,KH,13.4878,106.9816,80.47,91,100,4.63,overcast clouds
466,Mandalgovi,MN,45.7625,106.2708,50.94,24,0,3.24,clear sky
467,Chupa,RU,66.27,33.0549,48.24,95,97,6.53,overcast clouds
468,Ola,RU,59.5833,151.2833,55.15,52,99,17.74,overcast clouds
469,Nsanje,MW,-16.92,35.262,84.51,36,0,2.89,clear sky
470,Yenagoa,NG,4.9247,6.2642,74.12,93,99,3.6,overcast clouds
471,Ust-Nera,RU,64.5667,143.2,40.98,73,100,3.09,overcast clouds
472,Pontianak,ID,-0.0333,109.3333,85.98,74,75,4.61,light rain
473,Tongliao,CN,43.6125,122.2653,67.77,23,0,21.25,clear sky
474,Basco,PH,20.4487,121.9702,83.79,72,100,15.97,overcast clouds
475,Abilene,US,32.4487,-99.7331,80.82,53,0,10.36,clear sky
476,Faya,SA,18.3851,42.4509,73.92,40,77,1.74,broken clouds
477,Pacific Grove,US,36.6177,-121.9166,62.35,92,100,13.0,heavy intensity rain
478,Sistranda,NO,63.7256,8.834,49.96,75,93,19.42,overcast clouds
479,Quimper,FR,48.0,-4.1,52.36,93,0,6.91,clear sky
480,Haverfordwest,GB,51.8017,-4.9691,44.19,82,21,3.71,few clouds
481,Skiathos,GR,39.1623,23.4909,68.16,56,40,8.05,scattered clouds
482,Kargasok,RU,59.0556,80.8572,57.7,71,96,14.7,overcast clouds
483,Huarmey,PE,-10.0681,-78.1522,61.65,87,78,8.21,broken clouds
484,Horsham,GB,51.064,-0.3272,53.73,91,75,4.61,broken clouds
485,Biak,ID,-0.9131,122.8766,82.53,71,83,4.25,broken clouds
486,Smyrna,US,33.884,-84.5144,68.05,85,0,3.44,clear sky
487,Sur,OM,22.5667,59.5289,88.45,58,4,2.04,clear sky
488,Javanrud,IR,34.7961,46.5172,82.42,14,2,3.65,clear sky
489,Fulton,US,33.7668,-84.4499,68.09,75,0,0.0,clear sky
490,Coquimbo,CL,-29.9533,-71.3436,47.93,93,0,3.44,clear sky
491,Isla Vista,US,34.4133,-119.861,66.56,87,1,1.01,clear sky
492,Baculin,PH,7.4525,126.5842,84.9,72,100,10.07,overcast clouds
493,Sao Domingos,BR,-13.3983,-46.3183,72.28,65,49,8.59,scattered clouds
494,Aksarka,RU,66.5606,67.7975,53.65,65,63,7.87,broken clouds
495,Boa Vista,BR,2.8197,-60.6733,76.98,83,0,3.44,clear sky
496,San Policarpo,PH,12.1791,125.5072,87.31,64,100,9.6,light rain
497,Maningrida,AU,-12.0667,134.2667,86.52,60,100,12.12,overcast clouds
498,Obihiro,JP,42.9172,143.2044,71.01,98,100,3.02,moderate rain
499,Sorong,ID,-0.8833,131.25,83.08,71,94,2.71,overcast clouds
500,Ndola,ZM,-12.9587,28.6366,72.68,31,19,7.96,few clouds
501,Itoman,JP,26.1247,127.6694,86.77,73,75,14.97,broken clouds
502,Kimbe,PG,-5.5502,150.1429,78.98,86,98,4.38,moderate rain
503,Aklavik,CA,68.2191,-135.0107,46.71,69,95,6.69,overcast clouds
504,Angoche,MZ,-16.2325,39.9086,80.13,57,1,8.88,clear sky
505,Mae Hong Son,TH,19.3003,97.9685,82.54,69,75,8.05,broken clouds
506,Vilkaviskis,LT,54.6517,23.0322,48.07,92,100,7.16,overcast clouds
507,Tocopilla,CL,-22.092,-70.1979,60.6,66,17,3.38,few clouds
508,Nuuk,GL,64.1835,-51.7216,45.88,87,86,5.01,overcast clouds
509,Kyshtovka,RU,56.555,76.6271,61.74,40,100,13.69,overcast clouds
510,Camana,PE,-16.6228,-72.7111,59.56,86,67,9.48,broken clouds
511,Kiama,AU,-34.6833,150.8667,66.45,44,61,5.23,broken clouds
512,Sal Rei,CV,16.1833,-22.9167,78.48,76,97,13.47,overcast clouds
513,Dhangadhi,NP,28.7079,80.5961,89.62,60,47,2.91,scattered clouds
514,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,92,93,4.94,overcast clouds
515,Micheweni,TZ,-4.9667,39.8333,79.54,72,11,10.33,few clouds
516,Shirokiy,RU,49.758,129.523,40.5,64,99,20.62,overcast clouds
517,Dahra,DZ,36.2546,0.8519,70.99,93,61,4.25,broken clouds
518,Calama,CL,-22.4667,-68.9333,36.09,27,4,16.11,clear sky
519,Carutapera,BR,-1.195,-46.02,75.92,85,93,6.33,overcast clouds
520,Borgarnes,IS,64.5383,-21.9206,50.05,87,100,5.08,overcast clouds
521,Evensk,RU,61.95,159.2333,46.56,51,47,3.29,scattered clouds
522,Onguday,RU,50.75,86.15,65.01,34,0,2.3,clear sky
523,Newport,GB,51.5877,-2.9984,54.14,85,3,3.13,clear sky
524,Anzio,IT,41.4853,12.6179,67.01,53,1,8.55,clear sky
525,Vigrestad,NO,58.5667,5.7,50.59,76,9,18.84,clear sky
526,Nemuro,JP,43.3236,145.575,66.0,99,100,12.03,light rain
527,Cuiluan,CN,47.72,128.648,47.53,29,68,17.31,broken clouds
528,Sidi Ali,DZ,36.0998,0.4206,70.92,89,39,7.11,scattered clouds
529,Ngunguru,NZ,-35.6167,174.5,60.57,92,100,19.93,light rain
530,Otane,NZ,-39.8833,176.6333,60.01,81,88,7.87,light rain
531,Miles City,US,46.4083,-105.8406,66.15,49,64,4.56,broken clouds
532,Oriximina,BR,-1.7656,-55.8661,79.43,60,55,2.95,broken clouds
533,Dymer,UA,50.7865,30.3026,52.95,86,100,20.38,overcast clouds
534,Nouakchott,MR,18.0858,-15.9785,80.15,63,83,13.6,broken clouds
535,Auka,HN,14.9333,-83.8333,74.79,96,97,0.89,overcast clouds
536,Trairi,BR,-3.2778,-39.2689,77.34,82,80,12.68,broken clouds
537,Kismayo,SO,-0.3582,42.5454,80.38,74,76,11.65,broken clouds
538,Paita,PE,-5.0892,-81.1144,63.46,90,8,8.37,clear sky
539,Batemans Bay,AU,-35.7167,150.1833,64.09,50,73,6.73,broken clouds
540,Forestville,US,38.8451,-76.875,72.23,86,20,5.75,few clouds
541,Tiruchchendur,IN,8.4833,78.1167,91.69,63,100,6.22,overcast clouds
542,Ratnagiri,IN,16.9833,73.3,81.99,70,100,7.14,overcast clouds
543,Thinadhoo,MV,0.5333,72.9333,82.58,72,25,7.61,scattered clouds
544,Rundu,NA,-17.9333,19.7667,71.94,21,6,8.55,clear sky
545,Zhigansk,RU,66.7697,123.3711,35.89,64,98,9.28,overcast clouds
546,Upington,ZA,-28.4478,21.2561,48.58,53,40,12.66,scattered clouds
547,Monrovia,LR,6.3005,-10.7969,75.51,82,93,5.99,overcast clouds
548,Palmer,US,42.1584,-72.3287,69.49,84,100,5.75,overcast clouds
549,Rongcheng,CN,30.634,117.8517,84.67,37,40,9.89,scattered clouds
550,Krasnoarmeysk,RU,51.0239,45.6969,72.99,57,89,19.13,overcast clouds
551,Itamaraju,BR,-17.0392,-39.5311,65.01,87,93,2.13,overcast clouds
552,Kilindoni,TZ,-7.9139,39.6668,77.27,72,59,11.12,broken clouds
553,San Jose,US,37.3394,-121.895,63.79,90,75,7.0,mist
554,Benjamin Constant,BR,-4.3831,-70.0311,75.33,72,100,1.54,overcast clouds
555,Narsaq,GL,60.9167,-46.05,46.62,64,95,6.64,overcast clouds
556,Puerto Princesa,PH,9.7392,118.7353,87.78,70,40,9.22,scattered clouds
557,Adrar,MR,20.5022,-10.0711,81.52,32,23,9.08,few clouds
558,Zhanakorgan,KZ,43.9098,67.2495,83.5,14,0,5.97,clear sky
559,Wencheng,CN,33.0559,113.7978,87.31,21,46,12.19,scattered clouds
560,Vardo,NO,70.3705,31.1107,45.84,94,100,21.16,overcast clouds
561,Botou,CN,38.0667,116.5667,79.9,22,8,11.68,clear sky
562,Rosarito,MX,32.3333,-117.0333,65.37,74,0,7.94,clear sky
563,Sing Buri,TH,14.85,100.2333,75.36,91,100,10.74,overcast clouds
564,Shiraoi,JP,42.55,141.35,73.58,96,100,4.12,moderate rain
565,Zunyi,CN,27.6867,106.9072,81.64,62,45,11.12,scattered clouds
566,Borger,NL,52.9233,6.7931,53.8,92,80,12.71,broken clouds
567,Ossora,RU,59.2353,163.0719,48.61,61,19,8.03,few clouds
568,Talnakh,RU,69.4865,88.3972,36.21,100,100,2.42,overcast clouds
569,Porto Walter,BR,-8.2686,-72.7439,76.24,63,51,1.48,broken clouds
570,Saint-Francois,FR,46.4154,3.9054,39.67,100,0,1.14,fog
571,Chateauroux,FR,46.8167,1.7,41.0,93,0,3.44,clear sky
572,Romilly-Sur-Seine,FR,48.5108,3.7263,43.18,87,78,4.56,broken clouds
573,Chirongui,YT,-12.9319,45.1483,80.53,76,2,4.27,clear sky
574,Mehriz,IR,31.5917,54.4318,79.3,15,5,3.22,clear sky
575,Ulaangom,MN,49.9811,92.0667,61.56,31,0,6.96,clear sky
576,Arti,RU,56.4234,58.5328,67.41,65,98,13.11,overcast clouds
577,Tias,ES,28.9611,-13.645,69.48,88,20,3.44,few clouds
578,Zaragoza,ES,41.6561,-0.8773,64.85,84,0,5.75,clear sky
579,Afyonkarahisar,TR,38.75,30.6667,63.46,69,8,4.23,clear sky
580,George,ZA,-33.963,22.4617,49.55,93,75,4.61,broken clouds
581,Devils Lake,US,48.1128,-98.8651,56.95,89,50,2.95,scattered clouds
582,Hovd,MN,48.0056,91.6419,56.39,25,0,4.5,clear sky
583,Pacifica,US,37.6138,-122.4869,64.13,90,100,13.8,mist
584,San Agustin,MX,20.5333,-103.4667,59.34,96,97,2.64,overcast clouds
585,Domoni,KM,-12.2569,44.5319,77.47,76,18,5.53,few clouds
586,Xining,CN,36.6167,101.7667,53.02,91,100,3.6,overcast clouds
587,Hambantota,LK,6.1241,81.1185,89.94,66,40,13.8,scattered clouds
588,Almaznyy,RU,48.0448,40.045,57.72,52,95,12.44,overcast clouds
589,Tananger,NO,58.9333,5.6,50.92,86,0,6.91,clear sky
590,Catia La Mar,VE,10.6038,-67.0303,79.0,83,40,4.61,scattered clouds
591,San Felipe,VE,10.3399,-68.7425,70.95,97,85,2.66,overcast clouds
592,Severo-Yeniseyskiy,RU,60.3725,93.0408,42.15,95,100,13.13,light rain
593,Gayny,RU,60.3071,54.3241,49.98,96,100,9.13,light rain
594,Yakymivka,UA,46.6897,35.1536,60.39,47,0,9.48,clear sky
595,Andenes,NO,69.3143,16.1194,46.38,81,75,26.46,light intensity drizzle
596,Mizdah,LY,31.4451,12.9801,74.21,57,0,4.43,clear sky
597,Acobamba,PE,-11.3525,-75.6594,52.2,86,88,0.74,overcast clouds
598,Saryg-Sep,RU,51.5,95.6,62.62,32,0,3.51,clear sky
599,Asuncion,PY,-25.3007,-57.6359,78.24,47,100,9.22,thunderstorm
600,Kurush,RU,41.2841,47.8345,63.97,30,0,1.9,clear sky
601,Mbini,GQ,1.574,9.6134,75.11,89,98,8.19,light rain
602,Lang Son,VN,21.8333,106.7333,91.69,47,69,3.58,broken clouds
603,Olafsvik,IS,64.8945,-23.7142,49.84,93,100,14.41,moderate rain
604,Osa,RU,57.2829,55.4567,67.01,77,95,13.85,overcast clouds
605,Flinders,AU,-34.5833,150.8552,68.38,42,55,5.93,broken clouds
606,Makakilo City,US,21.3469,-158.0858,79.12,71,0,3.44,clear sky
607,Wickede,DE,51.4833,7.8667,49.75,93,75,6.91,broken clouds
608,Mackay,AU,-21.15,149.2,82.69,78,27,12.12,scattered clouds
609,Vangaindrano,MG,-23.35,47.6,71.37,78,9,3.78,clear sky
610,Sorland,NO,67.667,12.6934,48.06,68,100,29.24,overcast clouds
611,Vrnjacka Banja,RS,43.6167,20.9,38.43,59,8,4.12,clear sky
612,San Rafael,AR,-34.6177,-68.3301,42.6,77,93,7.78,overcast clouds
613,Edd,ER,13.9297,41.6925,92.66,54,89,4.47,overcast clouds
614,Paine,CL,-33.8167,-70.75,53.71,91,29,3.49,scattered clouds
615,Vestmannaeyjar,IS,63.4427,-20.2734,51.55,85,100,28.14,overcast clouds
616,Nizwa,OM,22.9333,57.5333,92.17,34,2,4.72,clear sky
617,Kangaatsiaq,GL,68.3065,-53.4641,39.96,90,85,6.89,overcast clouds
618,Vysha,RU,53.8477,42.3777,65.73,79,99,14.83,overcast clouds
619,Ust-Ishim,RU,57.6935,71.1665,64.47,53,96,5.68,overcast clouds
620,Gulkevichi,RU,45.3538,40.6946,65.79,55,80,10.63,light rain
621,Beringovskiy,RU,63.05,179.3167,39.79,74,99,14.14,overcast clouds
622,Sakakah,SA,29.9697,40.2064,78.37,17,0,6.17,clear sky
623,Ergani,TR,38.2653,39.7621,81.43,21,0,3.53,clear sky
624,Peterhead,GB,57.5058,-1.7981,42.51,75,23,8.75,few clouds
625,Marzuq,YE,14.4,46.4667,89.26,19,9,5.26,clear sky
626,Progreso,MX,21.2833,-89.6667,79.11,90,0,9.06,clear sky
627,Rottingdean,GB,50.8098,-0.0594,53.19,89,66,1.01,broken clouds
628,Binzhou,CN,37.3667,118.0167,74.41,34,2,16.17,clear sky
629,Marsh Harbour,BS,26.5412,-77.0636,83.01,70,6,10.78,clear sky
630,Mankono,CI,8.0586,-6.1897,68.05,98,100,1.88,overcast clouds
631,Jardim,BR,-21.4803,-56.1381,76.5,44,16,6.24,few clouds
632,Kasane,BW,-17.8167,25.15,75.29,25,0,8.05,clear sky
633,Fort Nelson,CA,58.8053,-122.7002,49.59,66,100,5.75,overcast clouds
634,Yeniseysk,RU,58.4497,92.1703,51.06,76,100,5.79,light rain
635,Amapa,BR,1.0,-52.0,67.5,98,50,0.87,scattered clouds
636,Yatou,CN,37.15,122.3833,66.76,57,1,28.61,clear sky
637,Husavik,IS,66.0449,-17.3389,49.41,77,91,10.76,overcast clouds
638,Gigmoto,PH,13.7796,124.39,87.28,67,100,12.62,light rain
639,Sint Anthonis,NL,51.6267,5.8819,51.89,91,40,5.75,scattered clouds
640,Ostrovnoy,RU,68.0531,39.5131,49.19,95,100,7.72,light rain
641,Zhezkazgan,KZ,47.8043,67.7144,67.98,19,0,13.42,clear sky
642,East Wenatchee Bench,US,47.4257,-120.2812,63.59,53,0,8.05,clear sky
643,Stratford,US,41.1845,-73.1332,74.14,77,89,1.01,overcast clouds
644,Mabaruma,GY,8.2,-59.7833,73.85,92,60,2.35,broken clouds
645,Bose,IT,45.4612,8.0137,55.76,65,0,4.27,clear sky
646,Brae,GB,60.3964,-1.353,47.37,67,55,8.1,broken clouds
647,Halifax,CA,44.6453,-63.5724,51.8,91,100,5.75,overcast clouds
648,Chimbote,PE,-9.0853,-78.5783,61.27,88,87,8.63,overcast clouds
649,Anuppur,IN,23.1,81.6833,85.17,65,46,7.54,scattered clouds
650,Bahia De Caraquez,EC,-0.6,-80.4167,69.98,84,99,8.25,overcast clouds
651,Timiryazevskiy,RU,56.49,84.8769,59.95,51,100,10.49,overcast clouds
652,Bubaque,GW,11.2833,-15.8333,79.2,82,100,12.53,moderate rain
653,Victor Harbor,AU,-35.5667,138.6167,62.67,62,1,2.35,clear sky
654,Gat,IL,31.61,34.7642,79.48,100,47,6.42,scattered clouds
655,Macomb,US,40.4592,-90.6718,73.45,92,75,8.05,broken clouds
656,Estelle,US,29.8458,-90.1067,81.0,82,1,3.0,clear sky
657,Novobirilyussy,RU,56.9514,90.6661,56.98,51,90,10.98,overcast clouds
658,Jalu,LY,29.0331,21.5482,81.73,37,0,5.17,clear sky
659,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,50.59,66,40,13.42,scattered clouds
660,Walla Walla,US,46.0646,-118.343,58.53,77,66,1.99,broken clouds
661,Fairview,US,40.8126,-73.999,74.3,66,0,10.36,clear sky
662,Baherden,TM,38.4362,57.4316,83.73,19,0,7.65,clear sky
663,Lasa,IT,46.6166,10.7002,43.36,87,60,7.49,broken clouds
664,Tessalit,ML,20.1986,1.0114,87.67,35,87,10.63,overcast clouds
665,Ngama,TD,11.7833,17.1667,75.47,81,15,4.34,few clouds
666,Taseyevo,RU,57.2169,94.8978,59.38,48,93,9.04,overcast clouds
667,Toropets,RU,56.4978,31.6353,47.79,96,100,12.8,overcast clouds
668,Dubrovka,RU,53.6907,33.5071,45.64,92,100,24.79,light rain
669,West Bay,KY,19.3667,-81.4167,82.99,82,12,1.99,few clouds
670,Vallenar,CL,-28.5708,-70.7581,54.25,57,0,0.72,clear sky
671,Bozoum,CF,6.3193,16.3799,69.3,97,96,2.17,light rain
